"Species_name","cleaned_name","tnrs_original_name","tnrs_matched_name","tnrs_accepted_name","tnrs_accepted_author","tnrs_family","tnrs_powo_uri","tnrs_taxonomic_status","tnrs_overall_score","tnrs_match_type"
"Cr capsanoides","Cr capsanoides","Cr capsanoides","[No match found]","","","","","",NA,"unresolved_no_match"
"Cr glabra","Cr glabra","Cr glabra","[No match found]","","","","","",NA,"unresolved_no_match"
"Crataegus monogyna","Crataegus monogyna","Crataegus monogyna","Crataegus monogyna","Crataegus monogyna","Jacq.","Rosaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:723820-1","Accepted",1,"accepted_or_direct"
"Crepis capillaris","Crepis capillaris","Crepis capillaris","Crepis capillaris","Crepis capillaris","(L.) Wallr.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:199753-1","Accepted",1,"accepted_or_direct"
"Crepis lampsanoides","Crepis lampsanoides","Crepis lampsanoides","Crepis lampsanoides","Crepis lampsanoides","(Gouan) Tausch","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77181012-1","Accepted",1,"accepted_or_direct"
"Crepis lapsanoides","Crepis lapsanoides","Crepis lapsanoides","Crepis lampsanoides","Crepis lampsanoides","(Gouan) Tausch","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77181012-1","Accepted",0.98737368185461,"accepted_or_direct"
"Crepis pygmaea","Crepis pygmaea","Crepis pygmaea","Crepis pygmaea","Crepis pygmaea","L.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:200184-1","Accepted",1,"accepted_or_direct"
"Crepis vesicaria","Crepis vesicaria","Crepis vesicaria","Crepis vesicaria","Crepis vesicaria","L.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:200365-1","Accepted",1,"accepted_or_direct"
"Crisosplenium opositifolium","Crisosplenium opositifolium","Crisosplenium opositifolium","Chrysosplenium oppositifolium","Chrysosplenium oppositifolium","L.","Saxifragaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:790635-1","Accepted",0.95580242072793,"accepted_or_direct"
"Crithmum maritimum","Crithmum maritimum","Crithmum maritimum","Crithmum maritimum","Crithmum maritimum","L.","Apiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:840827-1","Accepted",1,"accepted_or_direct"
"Crocosmia crocosmifolia","Crocosmia crocosmifolia","Crocosmia crocosmifolia","Crocosmia","Crocosmia","Planch.","Iridaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:20292-1","Accepted",0.5,"unresolved_low_score"
"Crocosmia x crocosmiifrloa","Crocosmia x crocosmiifrloa","Crocosmia x crocosmiifrloa","Crocosmia crocosmiiflora","Crocosmia x crocosmiiflora","(Lemoine) N.E.Br.","Iridaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:436427-1","Accepted",0.9752518865735,"accepted_or_direct"
"Crocus nudiflorus","Crocus nudiflorus","Crocus nudiflorus","Crocus nudiflorus","Crocus nudiflorus","Sm.","Iridaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:436634-1","Accepted",1,"accepted_or_direct"
"Culcita macrocarpa","Culcita macrocarpa","Culcita macrocarpa","Culcita macrocarpa","Culcita macrocarpa","C.Presl","Culcitaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17312280-1","Accepted",1,"accepted_or_direct"
"Cuscuta sp","Cuscuta","Cuscuta","Cuscuta","Cuscuta","L.","Convolvulaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30005574-2","Accepted",1,"accepted_or_direct"
"Cymbalaria muralis","Cymbalaria muralis","Cymbalaria muralis","Cymbalaria muralis","Cymbalaria muralis","G.Gaertn., B.Mey. & Scherb.","Plantaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:325773-2","Accepted",1,"accepted_or_direct"
"Cynosorus cristatus","Cynosorus cristatus","Cynosorus cristatus","Cynosurus cristatus","Cynosurus cristatus","L.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397168-1","Accepted",0.98210117101673,"accepted_or_direct"
"Cynosurus cristatus","Cynosurus cristatus","Cynosurus cristatus","Cynosurus cristatus","Cynosurus cristatus","L.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397168-1","Accepted",1,"accepted_or_direct"
"Cynosurus equinatus","Cynosurus equinatus","Cynosurus equinatus","Cynosurus echinatus","Cynosurus echinatus","L.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:329499-2","Accepted",0.95322410145539,"accepted_or_direct"
"Cyperus eragostris","Cyperus eragostris","Cyperus eragostris","Cyperus eragrostis","Cyperus eragrostis","Lam.","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:304426-1","Accepted",0.96021221090168,"accepted_or_direct"
"Cystopteris diaphana","Cystopteris diaphana","Cystopteris diaphana","Cystopteris diaphana","Cystopteris fragilis subsp. diaphana","(Bory) Litard.","Cystopteridaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:75667-2","Synonym",1,"synonym_to_accepted"
"Cystopteris fragilis","Cystopteris fragilis","Cystopteris fragilis","Cystopteris fragilis","Cystopteris fragilis","(L.) Bernh.","Cystopteridaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30013429-2","Accepted",1,"accepted_or_direct"
"Cytisus cantabricus","Cytisus cantabricus","Cytisus cantabricus","Cytisus cantabricus","Cytisus cantabricus","(Willk.) Rchb.f. & Beck","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:489674-1","Accepted",1,"accepted_or_direct"
"D communis","D communis","D communis","[No match found]","","","","","",NA,"unresolved_no_match"
"D. afinis","D. afinis","D. afinis","[No match found]","","","","","",NA,"unresolved_no_match"
"D. dilatata","D. dilatata","D. dilatata","[No match found]","","","","","",NA,"unresolved_no_match"
"Daboecia cantabrica","Daboecia cantabrica","Daboecia cantabrica","Daboecia cantabrica","Daboecia cantabrica","(Huds.) K.Koch","Ericaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327713-1","Accepted",1,"accepted_or_direct"
"Dactillis glomerata","Dactillis glomerata","Dactillis glomerata","Dactylis glomerata","Dactylis glomerata","L.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397309-1","Accepted",0.95322410145539,"accepted_or_direct"
"Dactylis glomerata","Dactylis glomerata","Dactylis glomerata","Dactylis glomerata","Dactylis glomerata","L.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397309-1","Accepted",1,"accepted_or_direct"
"Dactylorhiza maculata","Dactylorhiza maculata","Dactylorhiza maculata","Dactylorhiza maculata","Dactylorhiza maculata","(L.) Soó","Orchidaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:626641-1","Accepted",1,"accepted_or_direct"
"Danthonia decumbens","Danthonia decumbens","Danthonia decumbens","Danthonia decumbens","Danthonia decumbens","(L.) DC.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397531-1","Accepted",1,"accepted_or_direct"
"Dantonia decumbrens","Dantonia decumbrens","Dantonia decumbrens","Danthonia decumbens","Danthonia decumbens","(L.) DC.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397531-1","Accepted",0.95680757155666,"accepted_or_direct"
"Daphne laureola","Daphne laureola","Daphne laureola","Daphne laureola","Daphne laureola","L.","Thymelaeaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:831270-1","Accepted",1,"accepted_or_direct"
"Datura stramonium","Datura stramonium","Datura stramonium","Datura stramonium","Datura stramonium","L.","Solanaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:314738-2","Accepted",1,"accepted_or_direct"
"Daucus carota","Daucus carota","Daucus carota","Daucus carota","Daucus carota","L.","Apiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:841063-1","Accepted",1,"accepted_or_direct"
"Daucus carota subsp. gummifer","Daucus carota subsp. gummifer","Daucus carota subsp. gummifer","Daucus carota subsp. gummifer","Daucus carota subsp. gummifer","(Syme) Hook.f.","Apiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60466895-2","Accepted",1,"accepted_or_direct"
"Davoecia cantábrica","Davoecia cantábrica","Davoecia cantábrica",NA,NA,NA,NA,NA,NA,NA,"unresolved_no_match"
"Del odorata","Del odorata","Del odorata","Dela","Seseli","L.","Apiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:39905-1","Synonym",0.45701346754469,"unresolved_low_score"
"Dethawia splendens","Dethawia splendens","Dethawia splendens","Dethawia splendens","Dethawia splendens","(Lapeyr.) Kerguélen","Apiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:971190-1","Accepted",1,"accepted_or_direct"
"Di communis","Di communis","Di communis","[No match found]","","","","","",NA,"unresolved_no_match"
"Di viscosa","Di viscosa","Di viscosa","[No match found]","","","","","",NA,"unresolved_no_match"
"Dianthus armeria","Dianthus armeria","Dianthus armeria","Dianthus armeria","Dianthus armeria","L.","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:310755-2","Accepted",1,"accepted_or_direct"
"Dianthus deltoides","Dianthus deltoides","Dianthus deltoides","Dianthus deltoides","Dianthus deltoides","L.","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:302054-2","Accepted",1,"accepted_or_direct"
"Dianthus hyssopifolius","Dianthus hyssopifolius","Dianthus hyssopifolius","Dianthus hyssopifolius","Dianthus hyssopifolius","L.","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:153459-1","Accepted",1,"accepted_or_direct"
"Dianthus pungens subsp. brachyanthus","Dianthus pungens subsp. brachyanthus","Dianthus pungens subsp. brachyanthus","Dianthus pungens subsp. brachyanthus","Dianthus pungens subsp. brachyanthus","(Boiss.) B.Fern.Casas, G.López & M.Laínz","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:953612-1","Accepted",1,"accepted_or_direct"
"Digitalis columbaria","Digitalis columbaria","Digitalis columbaria","Digitalis","Digitalis","Tourn. ex L.","Plantaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30112738-2","Accepted",0.5,"unresolved_low_score"
"Digitalis parviflora","Digitalis parviflora","Digitalis parviflora","Digitalis parviflora","Digitalis parviflora","Jacq.","Plantaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:802069-1","Accepted",1,"accepted_or_direct"
"Digitalis purpurea","Digitalis purpurea","Digitalis purpurea","Digitalis purpurea","Digitalis purpurea","L.","Plantaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:802077-1","Accepted",1,"accepted_or_direct"
"Dios communis","Dios communis","Dios communis","Dion","","","Zamiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:13519-1","No opinion",0.45701346754469,"unresolved_low_score"
"Dioscorea communis","Dioscorea communis","Dioscorea communis","Dioscorea communis","Dioscorea communis","(L.) Caddick & Wilkin","Dioscoreaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:20005752-1","Accepted",1,"accepted_or_direct"
"Dip fulonus","Dip fulonus","Dip fulonus","[No match found]","","","","","",NA,"unresolved_no_match"
"Doronicum carpetanum","Doronicum carpetanum","Doronicum carpetanum","Doronicum carpetanum","Doronicum carpetanum","Boiss. & Reut. ex Willk. & Lange","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:329149-2","Accepted",1,"accepted_or_direct"
"Draba dedeana","Draba dedeana","Draba dedeana","Draba dedeana","Draba dedeana","Boiss. & Reut.","Brassicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:282542-1","Accepted",1,"accepted_or_direct"
"Drioptrris afinis","Drioptrris afinis","Drioptrris afinis","Dryopteris affinis","Dryopteris affinis","(Lowe) Fraser-Jenk.","Dryopteridaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17556900-1","Accepted",0.8995611774828,"accepted_or_direct"
"Drioptrris dilatata","Drioptrris dilatata","Drioptrris dilatata","Dryopteris dilatata","Dryopteris dilatata","(Hoffm.) A.Gray","Dryopteridaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30117034-2","Accepted",0.96021221090168,"accepted_or_direct"
"Drosera rotundifolia","Drosera rotundifolia","Drosera rotundifolia","Drosera rotundifolia","Drosera rotundifolia","L.","Droseraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:319182-2","Accepted",1,"accepted_or_direct"
"Dryopteris aemula","Dryopteris aemula","Dryopteris aemula","Dryopteris aemula","Dryopteris aemula","(Aiton) Kuntze","Dryopteridaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17092290-1","Accepted",1,"accepted_or_direct"
"Dryopteris affinis","Dryopteris affinis","Dryopteris affinis","Dryopteris affinis","Dryopteris affinis","(Lowe) Fraser-Jenk.","Dryopteridaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17556900-1","Accepted",1,"accepted_or_direct"
"Dryopteris carthusiana","Dryopteris carthusiana","Dryopteris carthusiana","Dryopteris carthusiana","Dryopteris carthusiana","(Vill.) H.P.Fuchs","Dryopteridaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17390210-1","Accepted",1,"accepted_or_direct"
"Dryopteris dilatata","Dryopteris dilatata","Dryopteris dilatata","Dryopteris dilatata","Dryopteris dilatata","(Hoffm.) A.Gray","Dryopteridaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30117034-2","Accepted",1,"accepted_or_direct"
"Dryopteris ilattata","Dryopteris ilattata","Dryopteris ilattata","Dryopteris","Dryopteris","Adans.","Dryopteridaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:326002-2","Accepted",0.5,"unresolved_low_score"
"Dryopteris submontana","Dryopteris submontana","Dryopteris submontana","Dryopteris submontana","Dryopteris mindshelkensis","Pavlov","Dryopteridaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17554520-1","Synonym",1,"synonym_to_accepted"
"Echinochloa crus-galli","Echinochloa crus-galli","Echinochloa crus-galli","Echinochloa crus-galli","Echinochloa crus-galli","(L.) P.Beauv.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:399660-1","Accepted",1,"accepted_or_direct"
"Echium plantaginum","Echium plantaginum","Echium plantaginum","Echium plantagineum","Echium plantagineum","L.","Boraginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:115835-1","Accepted",0.98737368185461,"accepted_or_direct"
"Echium vulgare","Echium vulgare","Echium vulgare","Echium vulgare","Echium vulgare","L.","Boraginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:115950-1","Accepted",1,"accepted_or_direct"
"Ediquium garderianum","Ediquium garderianum","Ediquium garderianum","[No match found]","","","","","",NA,"unresolved_no_match"
"El acericus","El acericus","El acericus","[No match found]","","","","","",NA,"unresolved_no_match"
"El equioides","El equioides","El equioides","[No match found]","","","","","",NA,"unresolved_no_match"
"El funceum","El funceum","El funceum","[No match found]","","","","","",NA,"unresolved_no_match"
"El stoechas","El stoechas","El stoechas","[No match found]","","","","","",NA,"unresolved_no_match"
"Eleocharix multicaulix","Eleocharix multicaulix","Eleocharix multicaulix","Eleocharis multicaulis","Eleocharis multicaulis","(Sm.) Desv.","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:306968-1","Accepted",0.96287179808302,"accepted_or_direct"
"Eliosciadium nudun","Eliosciadium nudun","Eliosciadium nudun","Ezosciadium","Ezosciadium","B.L.Burtt","Apiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:956817-1","Accepted",0.48720303580637,"unresolved_low_score"
"Elymus farctus","Elymus farctus","Elymus farctus","Elymus farctus","Thinopyrum junceum","(L.) Á.Löve","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:400253-1","Synonym",1,"synonym_to_accepted"
"Elymus repens","Elymus repens","Elymus repens","Elymus repens","Elymus repens","(L.) Gould","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:90320-2","Accepted",1,"accepted_or_direct"
"En trifoliata","En trifoliata","En trifoliata","[No match found]","","","","","",NA,"unresolved_no_match"
"Ep elaborina","Ep elaborina","Ep elaborina","[No match found]","","","","","",NA,"unresolved_no_match"
"Ep parviflorum","Ep parviflorum","Ep parviflorum","[No match found]","","","","","",NA,"unresolved_no_match"
"Epilobium anagalidifolium ?","Epilobium anagalidifolium","Epilobium anagalidifolium","Epilobium anagallidifolium","Epilobium anagallidifolium","Lam.","Onagraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:611612-1","Accepted",0.99094303083965,"accepted_or_direct"
"Epilobium ese CF","Epilobium ese","Epilobium ese","Epilobium","Epilobium","Dill. ex L.","Onagraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30000954-2","Accepted",0.5,"unresolved_low_score"
"Epilobium sp","Epilobium","Epilobium","Epilobium","Epilobium","Dill. ex L.","Onagraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30000954-2","Accepted",1,"accepted_or_direct"
"Epipactis atrorubens","Epipactis atrorubens","Epipactis atrorubens","Epipactis atrorubens","Epipactis atrorubens","(Hoffm.) Besser","Orchidaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:20010355-1","Accepted",1,"accepted_or_direct"
"Epipactis helleborine","Epipactis helleborine","Epipactis helleborine","Epipactis helleborine","Epipactis helleborine","(L.) Crantz","Orchidaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:633228-1","Accepted",1,"accepted_or_direct"
"Equisetum arvense","Equisetum arvense","Equisetum arvense","Equisetum arvense","Equisetum arvense","L.","Equisetaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:300073-2","Accepted",1,"accepted_or_direct"
"Equisetum ramosissimum","Equisetum ramosissimum","Equisetum ramosissimum","Equisetum ramosissimum","Equisetum ramosissimum","Desf.","Equisetaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:93010-2","Accepted",1,"accepted_or_direct"
"Equisetum sylvaticum","Equisetum sylvaticum","Equisetum sylvaticum","Equisetum sylvaticum","Equisetum sylvaticum","L.","Equisetaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303325-2","Accepted",1,"accepted_or_direct"
"Equisetum telmateia","Equisetum telmateia","Equisetum telmateia","Equisetum telmateia","Equisetum telmateia","Ehrh.","Equisetaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:20007435-1","Accepted",1,"accepted_or_direct"
"Equisetum x moorei","Equisetum x moorei","Equisetum x moorei","Equisetum x moorei","Equisetum x moorei","Newman","Equisetaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:92994-2","Accepted",1,"accepted_or_direct"
"Er cicutaria","Er cicutaria","Er cicutaria","[No match found]","","","","","",NA,"unresolved_no_match"
"Er sphondilum","Er sphondilum","Er sphondilum","[No match found]","","","","","",NA,"unresolved_no_match"
"Erica arborea","Erica arborea","Erica arborea","Erica arborea","Erica arborea","L.","Ericaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:328204-1","Accepted",1,"accepted_or_direct"
"Erica ciliaris","Erica ciliaris","Erica ciliaris","Erica ciliaris","Erica ciliaris","L.","Ericaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:328419-1","Accepted",1,"accepted_or_direct"
"Erica cinerea","Erica cinerea","Erica cinerea","Erica cinerea","Erica cinerea","L.","Ericaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:328424-1","Accepted",1,"accepted_or_direct"
"Erica mackayana","Erica mackayana","Erica mackayana","Erica mackayana","Erica mackayana","Bab.","Ericaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:329058-1","Accepted",1,"accepted_or_direct"
"Erica tetralix","Erica tetralix","Erica tetralix","Erica tetralix","Erica tetralix","L.","Ericaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:329737-1","Accepted",1,"accepted_or_direct"
"Erica vagans","Erica vagans","Erica vagans","Erica vagans","Erica vagans","L.","Ericaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:332093-2","Accepted",1,"accepted_or_direct"
"Erigeron alpinus","Erigeron alpinus","Erigeron alpinus","Erigeron alpinus","Erigeron alpinus","L.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:203509-1","Accepted",1,"accepted_or_direct"
"Erinus alpinus","Erinus alpinus","Erinus alpinus","Erinus alpinus","Erinus alpinus","L.","Plantaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:802227-1","Accepted",1,"accepted_or_direct"
"Eriophorum angustifolium","Eriophorum angustifolium","Eriophorum angustifolium","Eriophorum angustifolium","Eriophorum angustifolium","Honck.","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:307335-1","Accepted",1,"accepted_or_direct"
"Eriophorum latifolium","Eriophorum latifolium","Eriophorum latifolium","Eriophorum latifolium","Eriophorum latifolium","Hoppe","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:307375-1","Accepted",1,"accepted_or_direct"
"Eriophorum vaginatum","Eriophorum vaginatum","Eriophorum vaginatum","Eriophorum vaginatum","Eriophorum vaginatum","L.","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:307418-1","Accepted",1,"accepted_or_direct"
"Erodium glandulosum","Erodium glandulosum","Erodium glandulosum","Erodium glandulosum","Erodium glandulosum","(Cav.) Willd.","Geraniaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:372263-1","Accepted",1,"accepted_or_direct"
"Erucastrum nasturtiifolium","Erucastrum nasturtiifolium","Erucastrum nasturtiifolium","Erucastrum nasturtiifolium","Erucastrum nasturtiifolium","(Poir.) O.E.Schulz","Brassicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:283511-1","Accepted",1,"accepted_or_direct"
"Eryngium bourgatii","Eryngium bourgatii","Eryngium bourgatii","Eryngium bourgatii","Eryngium bourgatii","Gouan","Apiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:326383-2","Accepted",1,"accepted_or_direct"
"Eryngium maritimum","Eryngium maritimum","Eryngium maritimum","Eryngium maritimum","Eryngium maritimum","L.","Apiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:841903-1","Accepted",1,"accepted_or_direct"
"Erysimum duriaei","Erysimum duriaei","Erysimum duriaei","Erysimum duriaei","Erysimum duriaei","Boiss.","Brassicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:283775-1","Accepted",1,"accepted_or_direct"
"Eu alioscopia","Eu alioscopia","Eu alioscopia","[No match found]","","","","","",NA,"unresolved_no_match"
"Eu europaeus","Eu europaeus","Eu europaeus","[No match found]","","","","","",NA,"unresolved_no_match"
"Eu paralis","Eu paralis","Eu paralis","[No match found]","","","","","",NA,"unresolved_no_match"
"Eupatorium cannabinum","Eupatorium cannabinum","Eupatorium cannabinum","Eupatorium cannabinum","Eupatorium cannabinum","L.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:205581-1","Accepted",1,"accepted_or_direct"
"Euphorbia","Euphorbia","Euphorbia","Euphorbia","Euphorbia","L.","Euphorbiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327729-2","Accepted",1,"accepted_or_direct"
"Euphorbia amigdaloides","Euphorbia amigdaloides","Euphorbia amigdaloides","Euphorbia amygdaloides","Euphorbia amygdaloides","L.","Euphorbiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:345568-1","Accepted",0.98737368185461,"accepted_or_direct"
"Euphorbia amygdaloides","Euphorbia amygdaloides","Euphorbia amygdaloides","Euphorbia amygdaloides","Euphorbia amygdaloides","L.","Euphorbiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:345568-1","Accepted",1,"accepted_or_direct"
"Euphorbia dulcis","Euphorbia dulcis","Euphorbia dulcis","Euphorbia dulcis","Euphorbia dulcis","L.","Euphorbiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:346333-1","Accepted",1,"accepted_or_direct"
"Euphorbia exigua","Euphorbia exigua","Euphorbia exigua","Euphorbia exigua","Euphorbia exigua","L.","Euphorbiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:346469-1","Accepted",1,"accepted_or_direct"
"Euphorbia flavicoma","Euphorbia flavicoma","Euphorbia flavicoma","Euphorbia flavicoma","Euphorbia flavicoma","DC.","Euphorbiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:346518-1","Accepted",1,"accepted_or_direct"
"Euphorbia peplus","Euphorbia peplus","Euphorbia peplus","Euphorbia peplus","Euphorbia peplus","L.","Euphorbiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:347724-1","Accepted",1,"accepted_or_direct"
"Euphorbia pyrenaica","Euphorbia pyrenaica","Euphorbia pyrenaica","Euphorbia pyrenaica","Euphorbia pyrenaica","Jord.","Euphorbiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:347975-1","Accepted",1,"accepted_or_direct"
"Euphrasia alpina","Euphrasia alpina","Euphrasia alpina","Euphrasia alpina","Euphrasia alpina","Lam.","Orobanchaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:802353-1","Accepted",1,"accepted_or_direct"
"Euphrasia salisburgensis","Euphrasia salisburgensis","Euphrasia salisburgensis","Euphrasia salisburgensis","Euphrasia salisburgensis","Funck ex Hoppe","Orobanchaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:802837-1","Accepted",1,"accepted_or_direct"
"Fagus sylvatica","Fagus sylvatica","Fagus sylvatica","Fagus sylvatica","Fagus sylvatica","L.","Fagaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:305836-2","Accepted",1,"accepted_or_direct"
"Festuca eskia","Festuca eskia","Festuca eskia","Festuca eskia","Festuca eskia","Ramond ex DC.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:402714-1","Accepted",1,"accepted_or_direct"
"Festuca glacialis","Festuca glacialis","Festuca glacialis","Festuca glacialis","Festuca glacialis","(Miégev. ex Hack.) K.Richt.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:402782-1","Accepted",1,"accepted_or_direct"
"Festuca glacialis ","Festuca glacialis","Festuca glacialis","Festuca glacialis","Festuca glacialis","(Miégev. ex Hack.) K.Richt.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:402782-1","Accepted",1,"accepted_or_direct"
"Festuca hystrix","Festuca hystrix","Festuca hystrix","Festuca hystrix","Festuca hystrix","Boiss.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:402881-1","Accepted",1,"accepted_or_direct"
"Festuca nigrescens","Festuca nigrescens","Festuca nigrescens","Festuca nigrescens","Festuca nigrescens","Lam.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:403162-1","Accepted",1,"accepted_or_direct"
"Festuca picoeuropeana","Festuca picoeuropeana","Festuca picoeuropeana","Festuca picoeuropeana","Festuca picoeuropeana","Nava","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:928959-1","Accepted",1,"accepted_or_direct"
