"Species_name","cleaned_name","tnrs_original_name","tnrs_matched_name","tnrs_accepted_name","tnrs_accepted_author","tnrs_family","tnrs_powo_uri","tnrs_taxonomic_status","tnrs_overall_score","tnrs_match_type"
"Stellaria graminea","Stellaria graminea","Stellaria graminea","Stellaria graminea","Stellaria graminea","L.","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:310207-2","Accepted",1,"accepted_or_direct"
"Stellaria media","Stellaria media","Stellaria media","Stellaria media","Stellaria media","(L.) Vill.","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:159330-1","Accepted",1,"accepted_or_direct"
"Stellaria olostia","Stellaria olostia","Stellaria olostia","Stellaria","Stellaria","L.","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30001456-2","Accepted",0.5,"unresolved_low_score"
"Stellaria sp","Stellaria","Stellaria","Stellaria","Stellaria","L.","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30001456-2","Accepted",1,"accepted_or_direct"
"Succisa fratensis","Succisa fratensis","Succisa fratensis","Succisa pratensis","Succisa pratensis","Moench","Caprifoliaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:320331-1","Accepted",0.98210117101673,"accepted_or_direct"
"Succisa pratensis","Succisa pratensis","Succisa pratensis","Succisa pratensis","Succisa pratensis","Moench","Caprifoliaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:320331-1","Accepted",1,"accepted_or_direct"
"Ta corimbosum","Ta corimbosum","Ta corimbosum","[No match found]","","","","","",NA,"unresolved_no_match"
"Tamus communis","Tamus communis","Tamus communis","Tamus communis","Dioscorea communis","(L.) Caddick & Wilkin","Dioscoreaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:318926-1","Synonym",1,"synonym_to_accepted"
"Taraxacum sp","Taraxacum","Taraxacum","Taraxacum","Taraxacum","F.H.Wigg.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:328762-2","Accepted",1,"accepted_or_direct"
"Taraxacum sp.","Taraxacum .","Taraxacum .","Taraxacum","Taraxacum","F.H.Wigg.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:328762-2","Accepted",0.9,"accepted_or_direct"
"Teesdalia conferta","Teesdalia conferta","Teesdalia conferta","Teesdalia conferta","Teesdalia conferta","(Lag.) O.Appel","Brassicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1003787-1","Accepted",1,"accepted_or_direct"
"Teucrim scorodonia","Teucrim scorodonia","Teucrim scorodonia","Teucrium scorodonia","Teucrium scorodonia","L.","Lamiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:460717-1","Accepted",0.97922049354994,"accepted_or_direct"
"Teucrium chamaedrys","Teucrium chamaedrys","Teucrium chamaedrys","Teucrium chamaedrys","Teucrium chamaedrys","L.","Lamiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:460310-1","Accepted",1,"accepted_or_direct"
"Teucrium pyrenaicum","Teucrium pyrenaicum","Teucrium pyrenaicum","Teucrium pyrenaicum","Teucrium pyrenaicum","L.","Lamiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:460657-1","Accepted",1,"accepted_or_direct"
"Teucrium scorodonia","Teucrium scorodonia","Teucrium scorodonia","Teucrium scorodonia","Teucrium scorodonia","L.","Lamiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:460717-1","Accepted",1,"accepted_or_direct"
"Thymelaea ruizii","Thymelaea ruizii","Thymelaea ruizii","Thymelaea ruizii","Thymelaea ruizii","Loscos ex Casav.","Thymelaeaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:833016-1","Accepted",1,"accepted_or_direct"
"Thymus praecox","Thymus praecox","Thymus praecox","Thymus praecox","Thymus praecox","Opiz","Lamiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:461536-1","Accepted",1,"accepted_or_direct"
"Thymus praecox subsp. ligusticus","Thymus praecox subsp. ligusticus","Thymus praecox subsp. ligusticus","Thymus praecox subsp. ligusticus","Thymus praecox subsp. polytrichus","(A.Kern. ex Borbás) Jalas","Lamiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:978689-1","Synonym",1,"synonym_to_accepted"
"Tilia cordata","Tilia cordata","Tilia cordata","Tilia cordata","Tilia cordata","Mill.","Malvaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:835277-1","Accepted",1,"accepted_or_direct"
"Tilia platifilus","Tilia platifilus","Tilia platifilus","Tilia","Tilia","L.","Malvaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:39532-1","Accepted",0.5,"unresolved_low_score"
"To arvensis","To arvensis","To arvensis","[No match found]","","","","","",NA,"unresolved_no_match"
"To maximum","To maximum","To maximum","[No match found]","","","","","",NA,"unresolved_no_match"
"Torilis japonica","Torilis japonica","Torilis japonica","Torilis japonica","Torilis japonica","(Houtt.) DC.","Apiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:849533-1","Accepted",1,"accepted_or_direct"
"Tradescantia fluminensis","Tradescantia fluminensis","Tradescantia fluminensis","Tradescantia fluminensis","Tradescantia fluminensis","Vell.","Commelinaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30090792-2","Accepted",1,"accepted_or_direct"
"Tradwscantia fluminensis","Tradwscantia fluminensis","Tradwscantia fluminensis","Tradescantia fluminensis","Tradescantia fluminensis","Vell.","Commelinaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30090792-2","Accepted",0.98737368185461,"accepted_or_direct"
"Tragopogon pratensis","Tragopogon pratensis","Tragopogon pratensis","Tragopogon pratensis","Tragopogon pratensis","L.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:256112-1","Accepted",1,"accepted_or_direct"
"Trataegus monigina","Trataegus monigina","Trataegus monigina","Crataegus monogyna","Crataegus monogyna","Jacq.","Rosaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:723820-1","Accepted",0.888478104601,"accepted_or_direct"
"Tri cespitosum","Tri cespitosum","Tri cespitosum","[No match found]","","","","","",NA,"unresolved_no_match"
"Trifolium angustifolium","Trifolium angustifolium","Trifolium angustifolium","Trifolium angustifolium","Trifolium angustifolium","L.","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:522858-1","Accepted",1,"accepted_or_direct"
"Trifolium arvensis","Trifolium arvensis","Trifolium arvensis","Trifolium arvense","Trifolium arvense","L.","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:522881-1","Accepted",0.94341268848788,"accepted_or_direct"
"Trifolium campestre","Trifolium campestre","Trifolium campestre","Trifolium campestre","Trifolium campestre","Schreb.","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:522975-1","Accepted",1,"accepted_or_direct"
"Trifolium dubium","Trifolium dubium","Trifolium dubium","Trifolium dubium","Trifolium dubium","Sibth.","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:523099-1","Accepted",1,"accepted_or_direct"
"Trifolium pratense","Trifolium pratense","Trifolium pratense","Trifolium pratense","Trifolium pratense","L.","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:523575-1","Accepted",1,"accepted_or_direct"
"Trifolium repens","Trifolium repens","Trifolium repens","Trifolium repens","Trifolium repens","L.","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:523626-1","Accepted",1,"accepted_or_direct"
"Trifolium scabrum","Trifolium scabrum","Trifolium scabrum","Trifolium scabrum","Trifolium scabrum","L.","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:523679-1","Accepted",1,"accepted_or_direct"
"Trifolium thalii","Trifolium thalii","Trifolium thalii","Trifolium thalii","Trifolium thalii","Vill.","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:523781-1","Accepted",1,"accepted_or_direct"
"Trig maritinum","Trig maritinum","Trig maritinum","Thiga","Laurelia","Juss.","Atherospermataceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:330751-2","Synonym",0.33642563030782,"unresolved_low_score"
"Trisetum flavescens","Trisetum flavescens","Trisetum flavescens","Trisetum flavescens","Trisetum flavescens","(L.) P.Beauv.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:425194-1","Accepted",1,"accepted_or_direct"
"Tro majus","Tro majus","Tro majus","Tros","Narcissus","L.","Amaryllidaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1660-1","Illegitimate",0.45701346754469,"unresolved_low_score"
"Trodcaris verticillatum","Trodcaris verticillatum","Trodcaris verticillatum","Trocdaris verticillata","Trocdaris verticillata","(L.) Raf.","Apiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:849890-1","Accepted",0.93757691142509,"accepted_or_direct"
"Ulex aquifolium","Ulex aquifolium","Ulex aquifolium","Ilex aquifolium","Ilex aquifolium","L.","Aquifoliaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:83051-1","Accepted",0.94341268848788,"accepted_or_direct"
"Ulex europaeus","Ulex europaeus","Ulex europaeus","Ulex europaeus","Ulex europaeus","L.","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:524298-1","Accepted",1,"accepted_or_direct"
"Ulex europeus","Ulex europeus","Ulex europeus","Ulex europaeus","Ulex europaeus","L.","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:524298-1","Accepted",0.98210117101673,"accepted_or_direct"
"Ulex gali","Ulex gali","Ulex gali","Ulex gallii","Ulex gallii","Planch.","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:524303-1","Accepted",0.90498550860639,"accepted_or_direct"
"Ulex gallii","Ulex gallii","Ulex gallii","Ulex gallii","Ulex gallii","Planch.","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:524303-1","Accepted",1,"accepted_or_direct"
"Ulmus glabra ","Ulmus glabra","Ulmus glabra","Ulmus glabra","Ulmus glabra","Huds.","Ulmaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:302887-2","Accepted",1,"accepted_or_direct"
"Umbilicua rupestris","Umbilicua rupestris","Umbilicua rupestris","Umbilicus rupestris","Umbilicus rupestris","(Salisb.) Dandy","Crassulaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:277005-1","Accepted",0.98210117101673,"accepted_or_direct"
"Umbilicus rupestris","Umbilicus rupestris","Umbilicus rupestris","Umbilicus rupestris","Umbilicus rupestris","(Salisb.) Dandy","Crassulaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:277005-1","Accepted",1,"accepted_or_direct"
"Urtica dioica","Urtica dioica","Urtica dioica","Urtica dioica","Urtica dioica","L.","Urticaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:260630-2","Accepted",1,"accepted_or_direct"
"Va pyrenaica","Va pyrenaica","Va pyrenaica","[No match found]","","","","","",NA,"unresolved_no_match"
"Vaccinium mirtilus","Vaccinium mirtilus","Vaccinium mirtilus","Vaccinium myrtillus","Vaccinium myrtillus","L.","Ericaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30006039-2","Accepted",0.95322410145539,"accepted_or_direct"
"Vaccinium myrtillus","Vaccinium myrtillus","Vaccinium myrtillus","Vaccinium myrtillus","Vaccinium myrtillus","L.","Ericaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30006039-2","Accepted",1,"accepted_or_direct"
"Vaccinium uliginosum","Vaccinium uliginosum","Vaccinium uliginosum","Vaccinium uliginosum","Vaccinium uliginosum","L.","Ericaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30184367-2","Accepted",1,"accepted_or_direct"
"Vandenboschia speciosa","Vandenboschia speciosa","Vandenboschia speciosa","Vandenboschia speciosa","Trichomanes speciosum","Willd.","Hymenophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17463920-1","Synonym",1,"synonym_to_accepted"
"Ve chameedris","Ve chameedris","Ve chameedris","[No match found]","","","","","",NA,"unresolved_no_match"
"Ve vulgaris","Ve vulgaris","Ve vulgaris","[No match found]","","","","","",NA,"unresolved_no_match"
"Veratrum album","Veratrum album","Veratrum album","Veratrum album","Veratrum album","L.","Melanthiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30192264-2","Accepted",1,"accepted_or_direct"
"Verbascum densiflorum","Verbascum densiflorum","Verbascum densiflorum","Verbascum densiflorum","Verbascum densiflorum","Bertol.","Scrophulariaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:811003-1","Accepted",1,"accepted_or_direct"
"Verbascum pulverulentum","Verbascum pulverulentum","Verbascum pulverulentum","Verbascum pulverulentum","Verbascum pulverulentum","Vill.","Scrophulariaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:770074-1","Accepted",1,"accepted_or_direct"
"Verbascum pulvurulentum","Verbascum pulvurulentum","Verbascum pulvurulentum","Verbascum pulverulentum","Verbascum pulverulentum","Vill.","Scrophulariaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:770074-1","Accepted",0.98850510141534,"accepted_or_direct"
"Verbena officinalis","Verbena officinalis","Verbena officinalis","Verbena officinalis","Verbena officinalis","L.","Verbenaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:330554-2","Accepted",1,"accepted_or_direct"
"Verónica chaamadrix","Verónica chaamadrix","Verónica chaamadrix",NA,NA,NA,NA,NA,NA,NA,"unresolved_no_match"
"Veronica chamaedrys","Veronica chamaedrys","Veronica chamaedrys","Veronica chamaedrys","Veronica chamaedrys","L.","Plantaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:811804-1","Accepted",1,"accepted_or_direct"
"Veronica officinalis","Veronica officinalis","Veronica officinalis","Veronica officinalis","Veronica officinalis","L.","Plantaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:812402-1","Accepted",1,"accepted_or_direct"
"Verónica oficinalis","Verónica oficinalis","Verónica oficinalis",NA,NA,NA,NA,NA,NA,NA,"unresolved_no_match"
"Veronica sp","Veronica","Veronica","Veronica","Veronica","L.","Plantaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30005997-2","Accepted",1,"accepted_or_direct"
"Veronica vadiniensis","Veronica vadiniensis","Veronica vadiniensis","Veronica vadiniensis","Veronica officinalis","L.","Plantaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:20010481-1","Synonym",1,"synonym_to_accepted"
"Vetula celtibérica ","Vetula celtibérica","Vetula celtibérica",NA,NA,NA,NA,NA,NA,NA,"unresolved_no_match"
"Vi aurea","Vi aurea","Vi aurea","[No match found]","","","","","",NA,"unresolved_no_match"
"Vi hirta","Vi hirta","Vi hirta","[No match found]","","","","","",NA,"unresolved_no_match"
"Vi major","Vi major","Vi major","[No match found]","","","","","",NA,"unresolved_no_match"
"Vi salicaria","Vi salicaria","Vi salicaria","[No match found]","","","","","",NA,"unresolved_no_match"
"Vicia cracca","Vicia cracca","Vicia cracca","Vicia cracca","Vicia cracca","L.","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30263827-2","Accepted",1,"accepted_or_direct"
"Vicia sativa","Vicia sativa","Vicia sativa","Vicia sativa","Vicia sativa","L.","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:525117-1","Accepted",1,"accepted_or_direct"
"Vinca difformis","Vinca difformis","Vinca difformis","Vinca difformis","Vinca difformis","Pourr.","Apocynaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:82683-1","Accepted",1,"accepted_or_direct"
"Vincetoxicum hirundinaria","Vincetoxicum hirundinaria","Vincetoxicum hirundinaria","Vincetoxicum hirundinaria","Vincetoxicum hirundinaria","Medik.","Apocynaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:102810-1","Accepted",1,"accepted_or_direct"
"Viola palustris","Viola palustris","Viola palustris","Viola palustris","Viola palustris","L.","Violaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:868891-1","Accepted",1,"accepted_or_direct"
"Viola ribiniana","Viola ribiniana","Viola ribiniana","Viola riviniana","Viola riviniana","Rchb.","Violaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:869126-1","Accepted",0.98210117101673,"accepted_or_direct"
"Viola riviniana","Viola riviniana","Viola riviniana","Viola riviniana","Viola riviniana","Rchb.","Violaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:869126-1","Accepted",1,"accepted_or_direct"
"Viscum album","Viscum album","Viscum album","Viscum album","Viscum album","L.","Santalaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:300881-2","Accepted",1,"accepted_or_direct"
"Vitis vinifera","Vitis vinifera","Vitis vinifera","Vitis vinifera","Vitis vinifera","L.","Vitaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30478388-2","Accepted",1,"accepted_or_direct"
"Vitis vinífera","Vitis vinífera","Vitis vinífera",NA,NA,NA,NA,NA,NA,NA,"unresolved_no_match"
"Vulpia bromoides","Vulpia bromoides","Vulpia bromoides","Vulpia bromoides","Festuca bromoides","L.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:426622-1","Synonym",1,"synonym_to_accepted"
"Vyp longus","Vyp longus","Vyp longus","[No match found]","","","","","",NA,"unresolved_no_match"
"Wandervergia ederacea","Wandervergia ederacea","Wandervergia ederacea","[No match found]","","","","","",NA,"unresolved_no_match"
"Woodwardia radicans","Woodwardia radicans","Woodwardia radicans","Woodwardia radicans","Woodwardia radicans","(L.) Sm.","Blechnaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17235500-1","Accepted",1,"accepted_or_direct"
"Yucca","Yucca","Yucca","Yucca","Yucca","L.","Asparagaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30003895-2","Accepted",1,"accepted_or_direct"
"Zantedeschia aetiopia","Zantedeschia aetiopia","Zantedeschia aetiopia","Zantedeschia aethiopica","Zantedeschia aethiopica","(L.) Spreng.","Araceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:89403-1","Accepted",0.96021221090168,"accepted_or_direct"
"Zostera noltii","Zostera noltii","Zostera noltii","Zostera noltii","Zostera noltii","Hornem.","Zosteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:603626-1","Accepted",1,"accepted_or_direct"
